Order ID,Order Date,Product ID,Product Category,Buyer Gender,Buyer Age,Order Location,International Shipping,Sales Price,Shipping Charges,Sales per Unit,Quantity,Total Sales,Rating,Review,ClientID
165196,2024-08-31,BF6975,Clothing,Male,20,London,Yes,65,40,105,2,210,2,The product is not as advertised.,387-29-6443
153554,2024-09-01,BF0060,Clothing,Male,23,Cleveland,No,97,0,97,1,97,1,Waste of Money.,685-75-7522
131552,2023-11-30,BF9708,Clothing,Male,26,Portland,No,65,0,65,1,65,4,The product was affordable here compared to other brands.,154-08-2394
146178,2024-06-04,BF1681,Other,Female,18,Detroit,No,10,0,10,2,20,3,Had slight delays but the product was in good shape.,394-52-5024
138795,2024-06-02,BF4831,Clothing,Female,19,New Jersey,No,118,0,118,3,354,1,Never buying from here again.,383-64-5227
142933,2024-07-23,BF9289,Clothing,Male,19,New Jersey,No,97,0,97,4,388,3,Had slight delays but the product was in good shape.,564-52-5435
188192,2024-10-31,BF6604,Other,Male,32,Cardiff,Yes,10,40,50,2,100,1,The promotion quality does not match the product,479-67-5001
184678,2024-06-08,BF4831,Ornaments,Male,28,Sacramento,No,15,0,15,1,15,5,Discount deals was greatly appreciated.,288-90-5929
128904,2024-02-28,BF1681,Clothing,Male,22,Sydney,Yes,100,100,200,3,600,5,The product was delivered quickly.,759-91-5059
191045,2023-11-29,BF1681,Clothing,Male,20,Dublin,Yes,97,40,137,1,137,4,Exquisite craftsmanship here is absolutely appreciated.,450-54-0310
163054,2024-01-16,BF5238,Clothing,Male,30,Glasgow,Yes,65,40,105,4,420,1,Careless handling by the delivery team.,360-70-8845
121078,2023-12-13,BF0103,Other,Female,22,Austin,No,10,0,10,4,40,5,The product was affordable here compared to other brands.,680-01-4684
180876,2024-07-14,BF9724,Other,Male,31,Sacramento,No,9,0,9,1,9,4,Great design is one of the major positives of this product.,119-93-4948
155281,2024-02-26,BF8238,Ornaments,Male,22,Cleveland,No,32,0,32,3,96,5,Incredible detailing was clearly evident.,218-23-6149
183087,2024-02-16,BF8063,Clothing,Male,25,Austin,No,65,0,65,1,65,2,The product had poor quality.,689-63-8374
185910,2024-07-09,BF8238,Clothing,Female,22,Glasgow,Yes,65,40,105,1,105,4,The product had excellent quality.,431-47-2032
165100,2024-10-12,BF1414,Other,Male,29,Dublin,Yes,10,40,50,1,50,5,The Product exhibits good design.,481-40-7414
167831,2024-03-09,BF9289,Ornaments,Male,22,New Jersey,No,32,0,32,1,32,5,The product had excellent quality.,154-08-2394
185069,2024-01-12,BF9289,Other,Male,32,Cleveland,No,9,0,9,1,9,4,The Product exhibits good design.,627-16-4616
153675,2024-05-30,BF6604,Ornaments,Male,31,Cardiff,Yes,32,40,72,5,360,5,Discount deals was greatly appreciated.,316-79-5406
169012,2024-06-10,BF4831,Other,Female,21,New York,No,9,0,9,1,9,2,The promotion quality does not match the product,383-64-5227
185868,2024-01-14,BF9708,Other,Female,18,Pittsburgh,No,10,0,10,1,10,4,Discount deals was greatly appreciated.,885-92-9954
199507,2024-05-10,BF9289,Other,Male,22,Cleveland,No,10,0,10,2,20,3,Average product,803-99-7828
187807,2024-04-21,BF1414,Clothing,Male,20,Pittsburgh,No,65,0,65,1,65,2,Never buying from here again.,483-78-7667
131889,2024-04-17,BF3942,Clothing,Female,19,Montreal,Yes,65,25,90,1,90,4,The product was affordable here compared to other brands.,113-84-8143
191650,2024-07-11,BF4831,Clothing,Male,35,Las Vegas,No,65,0,65,5,325,1,The promotion quality does not match the product,695-05-3758
120961,2024-08-28,BF9724,Clothing,Female,23,Glasgow,Yes,65,40,105,1,105,3,The handling was questionable but incurred only minute damages.,287-18-6867
123878,2024-07-18,BF5238,Other,Male,19,Toronto,Yes,9,25,34,1,34,4,Great design is one of the major positives of this product.,623-81-2701
142003,2024-07-22,BF9708,Clothing,Male,32,Cardiff,Yes,65,40,105,1,105,5,Lack of delivery delays is greatly appreciated.,389-94-3525
177177,2024-05-12,BF0103,Clothing,Male,33,Las Vegas,No,130,0,130,1,130,3,Had slight delays but the product was in good shape.,365-60-7518
182615,2024-02-18,BF1681,Clothing,Female,26,Sacramento,No,97,0,97,5,485,2,Never buying from here again.,370-54-4835
163266,2024-06-23,BF0103,Ornaments,Female,26,Mumbai,Yes,15,70,85,1,85,5,Premium quality as usual.,651-78-7740
159105,2024-04-20,BF6975,Other,Male,21,London,Yes,10,40,50,1,50,4,The product was affordable here compared to other brands.,114-14-7579
150308,2024-06-09,BF3942,Clothing,Female,22,Glasgow,Yes,65,40,105,3,315,4,The product was delivered quickly.,113-84-8143
125917,2024-05-29,BF8063,Ornaments,Male,28,London,Yes,45,40,85,1,85,5,Discount deals was greatly appreciated.,611-09-9454
199874,2024-02-26,BF0103,Ornaments,Male,26,New Jersey,No,45,0,45,2,90,4,The product was delivered quickly.,418-98-0916
175571,2024-04-02,BF0060,Clothing,Female,21,Memphis,No,97,0,97,1,97,4,The Product exhibits good design.,462-95-8476
184218,2023-12-19,BF4831,Other,Female,25,San Antonio,No,10,0,10,2,20,3,Had slight delays but the product was in good shape.,169-77-4703
192227,2024-02-15,BF9708,Clothing,Male,33,San Francisco,No,100,0,100,3,300,1,"Unfortunately, the delivery was late.",488-90-4373
139449,2024-01-20,BF8063,Clothing,Female,25,Austin,No,130,0,130,1,130,2,The promotion quality does not match the product,171-85-6025
168070,2024-09-26,BF1681,Ornaments,Male,18,London,Yes,50,40,90,1,90,5,The product was delivered quickly.,751-23-0966
163107,2024-08-25,BF5238,Clothing,Male,32,Las Vegas,No,65,0,65,1,65,4,Exquisite craftsmanship here is absolutely appreciated.,885-92-9954
135780,2024-10-20,BF9289,Clothing,Female,27,London,Yes,65,40,105,1,105,4,Exquisite craftsmanship here is absolutely appreciated.,190-49-9590
138768,2024-03-06,BF7814,Clothing,Male,28,Manchester,Yes,65,40,105,1,105,5,The product was affordable here compared to other brands.,851-68-6315
133935,2024-04-16,BF2370,Other,Male,24,New York,No,9,0,9,2,18,5,Incredible detailing was clearly evident.,598-55-2476
193605,2024-04-05,BF6885,Other,Male,21,Liverpool,Yes,10,40,50,1,50,1,Low quality products are a usual here these days.,483-78-7667
132689,2024-04-21,BF2152,Ornaments,Male,29,Miami,No,20,0,20,1,20,5,Discount deals was greatly appreciated.,798-21-4486
123840,2024-09-20,BF9724,Ornaments,Male,34,Portland,No,15,0,15,4,60,1,The promotion quality does not match the product,642-53-8550
180476,2024-02-29,BF6693,Ornaments,Female,24,Manchester,Yes,50,40,90,2,180,5,The Product exhibits good design.,151-20-7704
173951,2024-02-05,BF9878,Ornaments,Male,33,Sacramento,No,15,0,15,1,15,4,The delivery team handled the product with care.,685-75-7522
168749,2024-03-02,BF6604,Clothing,Male,20,Detroit,No,65,0,65,1,65,1,There is clear evidence of subpar detailing.,598-01-1973
167082,2024-10-03,BF9289,Clothing,Female,20,Las Vegas,No,100,0,100,2,200,4,The delivery team handled the product with care.,380-01-8067
134606,2024-04-08,BF8063,Clothing,Female,32,Liverpool,Yes,100,40,140,1,140,3,Had slight delays but the product was in good shape.,520-07-6927
178674,2024-04-22,BF0060,Ornaments,Female,21,Toronto,Yes,15,25,40,3,120,4,The product was affordable here compared to other brands.,462-69-2057
155829,2023-11-13,BF9878,Clothing,Male,26,New Jersey,No,130,0,130,2,260,1,There is clear evidence of subpar detailing.,326-98-0507
169753,2024-07-13,BF6693,Clothing,Male,31,New Jersey,No,100,0,100,5,500,5,The product was delivered quickly.,487-10-6027
167695,2023-12-11,BF9878,Ornaments,Female,26,Paris,Yes,45,50,95,2,190,1,Never buying from here again.,555-18-9619
158619,2024-01-31,BF6693,Other,Female,24,San Francisco,No,10,0,10,1,10,4,Premium quality as usual.,168-44-6324
131132,2024-02-03,BF6975,Other,Male,24,Cleveland,No,9,0,9,1,9,4,Premium quality as usual.,836-18-3889
132399,2024-01-26,BF7814,Clothing,Male,20,San Francisco,No,65,0,65,2,130,4,The product was affordable here compared to other brands.,582-70-7060
198208,2024-09-21,BF9708,Clothing,Male,25,New York,No,65,0,65,2,130,5,The delivery team handled the product with care.,756-86-1836
194476,2024-02-09,BF5238,Other,Female,31,Detroit,No,9,0,9,3,27,1,The product had an underwhelming design.,767-05-1013
137794,2024-01-20,BF8063,Clothing,Male,23,New Jersey,No,97,0,97,1,97,2,"Unfortunately, the delivery was late.",176-45-2492
158342,2024-03-30,BF6693,Clothing,Male,34,New Jersey,No,97,0,97,1,97,3,Not as expected.,364-09-4949
132788,2024-11-03,BF7814,Clothing,Male,19,New Jersey,No,118,0,118,1,118,5,Lack of delivery delays is greatly appreciated.,238-74-4046
131843,2024-09-24,BF6604,Clothing,Male,34,Detroit,No,130,0,130,3,390,4,The product was delivered quickly.,828-22-1836
169590,2023-12-02,BF2370,Clothing,Female,35,Cleveland,No,118,0,118,4,472,4,Exquisite craftsmanship here is absolutely appreciated.,530-69-2085
172697,2023-11-16,BF8063,Ornaments,Male,34,Las Vegas,No,15,0,15,1,15,3,Had slight delays but the product was in good shape.,456-96-8821
130779,2024-08-03,BF6167,Clothing,Female,18,Cleveland,No,65,0,65,2,130,3,Expected much better,325-20-3306
152864,2023-11-12,BF9289,Ornaments,Male,32,Portland,No,15,0,15,1,15,4,The product was delivered quickly.,485-10-0773
122419,2024-04-10,BF2370,Ornaments,Male,33,Portland,No,15,0,15,1,15,4,Lack of delivery delays is greatly appreciated.,413-58-3671
155500,2024-02-05,BF2887,Ornaments,Female,27,Paris,Yes,15,50,65,1,65,5,Incredible detailing was clearly evident.,840-49-0123
175860,2024-07-24,BF6975,Ornaments,Female,21,Miami,No,15,0,15,2,30,5,The Product exhibits good design.,606-98-3333
186716,2023-12-11,BF6693,Ornaments,Female,19,New York,No,15,0,15,4,60,4,The product was affordable here compared to other brands.,458-97-2093
187116,2024-02-26,BF1414,Clothing,Female,31,Memphis,No,118,0,118,1,118,4,Great design is one of the major positives of this product.,457-53-8767
121074,2024-05-13,BF8063,Clothing,Male,35,Cleveland,No,97,0,97,1,97,1,Waste of Money.,201-09-1877
173964,2024-05-22,BF7814,Clothing,Male,28,Detroit,No,130,0,130,2,260,1,"Unfortunately, the delivery was late.",715-71-3228
145870,2024-01-22,BF1681,Clothing,Male,18,Cardiff,Yes,97,40,137,2,274,4,Premium quality as usual.,824-84-7749
136732,2024-06-12,BF9289,Other,Male,26,Cardiff,Yes,9,40,49,2,98,5,Incredible detailing was clearly evident.,113-84-8143
191495,2023-12-14,BF0103,Clothing,Female,21,Glasgow,Yes,118,40,158,3,474,3,The handling was questionable but incurred only minute damages.,235-27-7937
169331,2024-03-20,BF9724,Other,Female,23,San Francisco,No,10,0,10,2,20,3,It was ok.,392-32-7181
151140,2023-12-10,BF6975,Ornaments,Male,29,Detroit,No,15,0,15,2,30,3,The handling was questionable but incurred only minute damages.,634-81-0697
187087,2023-11-21,BF2152,Ornaments,Male,35,Detroit,No,15,0,15,1,15,4,The product was affordable here compared to other brands.,866-08-9125
131554,2024-10-20,BF6167,Ornaments,Male,23,Pittsburgh,No,15,0,15,1,15,3,Had slight delays but the product was in good shape.,111-37-0443
123826,2024-05-08,BF1414,Clothing,Male,21,Miami,No,130,0,130,1,130,1,The product had poor quality.,308-79-0527
135782,2024-03-14,BF9708,Ornaments,Female,27,Portland,No,20,0,20,1,20,4,The product was delivered quickly.,153-73-2125
123608,2024-07-28,BF1414,Clothing,Male,33,Cleveland,No,65,0,65,1,65,5,The Product exhibits good design.,606-70-6935
123848,2024-03-24,BF6885,Ornaments,Male,20,Detroit,No,15,0,15,1,15,4,Exquisite craftsmanship here is absolutely appreciated.,392-87-3174
165876,2024-07-18,BF6975,Other,Female,18,Detroit,No,10,0,10,1,10,5,The product had excellent quality.,451-47-4613
192958,2023-11-20,BF1772,Ornaments,Male,34,Las Vegas,No,15,0,15,2,30,4,Lack of delivery delays is greatly appreciated.,176-45-2492
169192,2024-09-29,BF5238,Ornaments,Male,30,Detroit,No,15,0,15,1,15,5,Great design is one of the major positives of this product.,413-06-0335
158535,2024-01-05,BF2370,Ornaments,Female,28,Cardiff,Yes,45,40,85,3,255,2,Careless handling by the delivery team.,491-49-6312
147567,2024-06-27,BF6693,Ornaments,Male,23,Detroit,No,32,0,32,2,64,5,The product was affordable here compared to other brands.,139-05-6963
137542,2023-12-22,BF4831,Other,Female,25,Austin,No,23,0,23,1,23,4,The delivery team handled the product with care.,403-25-9713
196642,2024-01-10,BF6167,Clothing,Male,25,New York,No,65,0,65,2,130,4,Exquisite craftsmanship here is absolutely appreciated.,878-80-0840
186569,2024-10-24,BF6167,Clothing,Male,32,Detroit,No,97,0,97,5,485,5,Lack of delivery delays is greatly appreciated.,629-82-5778
194909,2023-11-13,BF6693,Ornaments,Female,25,San Antonio,No,45,0,45,2,90,1,The promotion quality does not match the product,708-35-4701
170579,2024-03-08,BF6604,Other,Male,27,San Antonio,No,9,0,9,1,9,3,Had slight delays but the product was in good shape.,134-38-2923
138353,2023-11-24,BF9878,Clothing,Female,21,Detroit,No,118,0,118,1,118,1,Careless handling by the delivery team.,520-74-7778
199565,2024-06-13,BF9289,Other,Female,20,San Antonio,No,23,0,23,2,46,3,The handling was questionable but incurred only minute damages.,359-99-4960
147676,2024-07-31,BF1414,Ornaments,Male,34,New York,No,15,0,15,5,75,5,The Product exhibits good design.,699-09-6800
138964,2024-08-12,BF0103,Other,Male,29,New Delhi,Yes,9,70,79,1,79,5,The delivery team handled the product with care.,779-47-6219
141276,2024-10-28,BF1681,Clothing,Male,18,New Jersey,No,130,0,130,1,130,3,It was ok.,251-32-2881
181005,2024-03-22,BF2887,Clothing,Female,25,Toronto,Yes,130,25,155,1,155,4,Great design is one of the major positives of this product.,833-95-6386
149143,2024-06-01,BF6885,Ornaments,Female,23,Las Vegas,No,20,0,20,1,20,4,The product had excellent quality.,710-83-5545
171098,2024-09-25,BF9289,Clothing,Female,25,Sacramento,No,97,0,97,1,97,4,The product had excellent quality.,824-84-7749
191971,2024-02-23,BF8063,Ornaments,Male,31,Miami,No,45,0,45,4,180,4,The product was affordable here compared to other brands.,679-29-9264
153977,2024-02-01,BF6604,Other,Male,32,New Jersey,No,23,0,23,1,23,5,The Product exhibits good design.,109-92-8560
175759,2023-11-24,BF6604,Other,Male,28,Las Vegas,No,10,0,10,3,30,5,Discount deals was greatly appreciated.,321-58-7298
153093,2023-11-14,BF6167,Other,Male,19,London,Yes,9,40,49,2,98,5,Discount deals was greatly appreciated.,520-05-7903
134449,2024-09-24,BF6885,Clothing,Female,26,Portland,No,65,0,65,1,65,2,"Unfortunately, the delivery was late.",109-92-8560
139314,2024-05-28,BF2152,Clothing,Male,31,Mumbai,Yes,100,70,170,1,170,4,Lack of delivery delays is greatly appreciated.,296-73-9406
199994,2024-10-30,BF9289,Ornaments,Male,18,Las Vegas,No,50,0,50,3,150,5,Lack of delivery delays is greatly appreciated.,130-36-8545
130113,2024-09-22,BF4831,Other,Female,18,New York,No,9,0,9,1,9,4,Discount deals was greatly appreciated.,704-50-6685
170515,2024-04-03,BF1681,Clothing,Male,30,Sacramento,No,65,0,65,1,65,4,Lack of delivery delays is greatly appreciated.,646-83-1630
153570,2024-08-31,BF6167,Clothing,Male,35,Memphis,No,100,0,100,1,100,3,It was ok.,171-36-0927
146290,2024-08-30,BF3942,Other,Male,29,San Francisco,No,10,0,10,3,30,5,The delivery team handled the product with care.,807-06-3454
168381,2024-04-04,BF6693,Other,Male,19,Memphis,No,9,0,9,3,27,4,The delivery team handled the product with care.,536-84-2822
165081,2023-11-13,BF7814,Clothing,Female,26,Glasgow,Yes,97,40,137,2,274,3,Average product,612-63-4322
183974,2024-10-07,BF7814,Other,Male,34,Cleveland,No,10,0,10,2,20,3,Not as expected.,153-15-4348
125537,2024-01-16,BF2370,Clothing,Male,29,Memphis,No,65,0,65,2,130,2,Careless handling by the delivery team.,254-93-4720
191604,2024-09-17,BF9708,Other,Male,35,Miami,No,10,0,10,1,10,2,There is clear evidence of subpar detailing.,680-01-4684
189849,2024-02-08,BF5238,Ornaments,Male,31,Portland,No,32,0,32,2,64,5,Great design is one of the major positives of this product.,162-47-6207
127493,2024-08-28,BF6693,Other,Male,29,Pittsburgh,No,10,0,10,5,50,4,The product was affordable here compared to other brands.,361-27-0431
124056,2023-11-18,BF0060,Ornaments,Female,18,Sacramento,No,32,0,32,1,32,5,Great design is one of the major positives of this product.,380-97-2087
199100,2024-02-04,BF6885,Other,Male,35,Las Vegas,No,9,0,9,1,9,5,Premium quality as usual.,445-43-0494
185431,2024-02-27,BF9724,Ornaments,Female,26,Dublin,Yes,15,40,55,1,55,5,Exquisite craftsmanship here is absolutely appreciated.,343-40-8685
155300,2024-09-12,BF3942,Ornaments,Female,22,Manchester,Yes,15,40,55,5,275,1,Clear delays in delivery.,220-57-5020
140731,2023-12-12,BF2370,Clothing,Female,30,Toronto,Yes,97,25,122,1,122,3,Had slight delays but the product was in good shape.,871-05-8133
166773,2023-11-12,BF2887,Ornaments,Female,24,Austin,No,20,0,20,2,40,2,Waste of Money.,274-02-7610
186643,2023-12-20,BF6604,Clothing,Male,24,Sacramento,No,65,0,65,1,65,5,Exquisite craftsmanship here is absolutely appreciated.,725-09-9845
182192,2024-02-02,BF1681,Clothing,Male,27,Memphis,No,118,0,118,1,118,4,Lack of delivery delays is greatly appreciated.,786-45-3142
196273,2024-08-19,BF6604,Clothing,Female,26,London,Yes,65,40,105,1,105,4,Incredible detailing was clearly evident.,380-97-2087
126824,2024-05-02,BF6693,Ornaments,Male,29,Portland,No,15,0,15,5,75,5,Discount deals was greatly appreciated.,472-06-9675
148399,2024-01-06,BF6885,Ornaments,Male,33,Sacramento,No,32,0,32,1,32,5,Premium quality as usual.,760-11-4624
146753,2024-02-25,BF2370,Ornaments,Male,30,San Antonio,No,50,0,50,2,100,1,Never buying from here again.,838-14-9948
148705,2024-01-04,BF9878,Clothing,Male,29,Toronto,Yes,130,25,155,1,155,4,The product had excellent quality.,569-46-4160
166666,2023-11-10,BF1772,Other,Female,35,Dublin,Yes,10,40,50,1,50,3,Average product,211-60-3471
182416,2023-12-18,BF6167,Other,Female,32,New Delhi,Yes,23,70,93,2,186,4,Great design is one of the major positives of this product.,509-47-7760
158629,2024-05-14,BF6167,Ornaments,Female,32,New York,No,45,0,45,1,45,4,Discount deals was greatly appreciated.,770-59-1607
158850,2024-08-25,BF9289,Clothing,Male,28,Glasgow,Yes,65,40,105,1,105,4,Incredible detailing was clearly evident.,408-08-6142
128193,2024-05-10,BF5238,Ornaments,Male,23,Cleveland,No,15,0,15,2,30,5,Incredible detailing was clearly evident.,372-47-5181
191979,2024-07-25,BF6885,Ornaments,Male,35,Cleveland,No,20,0,20,1,20,2,There is clear evidence of subpar detailing.,833-93-7677
140154,2023-11-19,BF9289,Other,Male,18,London,Yes,9,40,49,1,49,5,Lack of delivery delays is greatly appreciated.,190-49-1552
127437,2024-06-08,BF0060,Other,Male,23,San Antonio,No,9,0,9,1,9,3,It was ok.,380-01-8067
194812,2024-02-08,BF2887,Clothing,Female,34,Miami,No,65,0,65,4,260,5,Great design is one of the major positives of this product.,531-10-0714
199077,2024-03-24,BF2152,Other,Male,23,Memphis,No,9,0,9,1,9,5,Lack of delivery delays is greatly appreciated.,196-61-4204
134543,2024-08-01,BF3942,Clothing,Male,20,New Delhi,Yes,100,70,170,4,680,5,The Product exhibits good design.,803-99-7828
177295,2024-04-05,BF1414,Clothing,Female,24,Manchester,Yes,65,40,105,2,210,5,Exquisite craftsmanship here is absolutely appreciated.,103-07-6257
195115,2024-05-25,BF6885,Clothing,Male,18,Liverpool,Yes,100,40,140,2,280,4,The product was affordable here compared to other brands.,359-99-4960
134487,2024-03-19,BF4831,Ornaments,Male,22,Austin,No,15,0,15,4,60,5,The product was affordable here compared to other brands.,490-74-9334
161617,2024-05-01,BF9708,Ornaments,Male,28,New York,No,50,0,50,4,200,4,Lack of delivery delays is greatly appreciated.,836-18-3889
123244,2023-11-30,BF3942,Ornaments,Male,34,Pittsburgh,No,15,0,15,3,45,3,Not as expected.,505-87-5419
124180,2024-04-29,BF7814,Clothing,Male,22,Detroit,No,65,0,65,2,130,4,The product was affordable here compared to other brands.,532-08-4997
199233,2024-05-16,BF4831,Clothing,Male,31,Miami,No,65,0,65,1,65,5,Lack of delivery delays is greatly appreciated.,408-63-8369
167366,2023-12-26,BF6975,Clothing,Female,25,San Antonio,No,97,0,97,4,388,5,Discount deals was greatly appreciated.,350-67-0130
136897,2024-05-20,BF0060,Ornaments,Male,29,San Antonio,No,45,0,45,2,90,2,"Unfortunately, the delivery was late.",491-11-5760
196235,2024-02-24,BF0060,Clothing,Male,29,New York,No,65,0,65,5,325,5,Premium quality as usual.,835-45-1904
121457,2024-10-23,BF6885,Ornaments,Male,18,Paris,Yes,15,50,65,1,65,4,Lack of delivery delays is greatly appreciated.,800-70-6873
197590,2024-01-20,BF1414,Clothing,Male,19,Portland,No,100,0,100,3,300,3,Had slight delays but the product was in good shape.,598-55-2476
149173,2024-07-05,BF6167,Other,Female,23,New York,No,10,0,10,1,10,4,The delivery team handled the product with care.,301-77-2652
150160,2024-06-25,BF2887,Ornaments,Female,20,San Antonio,No,15,0,15,1,15,4,The Product exhibits good design.,365-60-7518
197758,2024-03-15,BF9878,Clothing,Male,33,San Antonio,No,118,0,118,1,118,5,The product was delivered quickly.,370-54-4835
151631,2024-05-01,BF0809,Ornaments,Male,26,Portland,No,15,0,15,1,15,2,The promotion quality does not match the product,294-24-8615
194418,2024-09-02,BF8063,Clothing,Male,30,Miami,No,65,0,65,4,260,4,Discount deals was greatly appreciated.,103-07-6257
183753,2024-03-30,BF2887,Ornaments,Female,31,Cardiff,Yes,20,40,60,4,240,4,Incredible detailing was clearly evident.,475-99-3114
154579,2024-03-27,BF2370,Clothing,Male,35,Glasgow,Yes,97,40,137,2,274,5,Incredible detailing was clearly evident.,866-21-2378
177667,2024-08-20,BF1772,Ornaments,Male,22,San Francisco,No,45,0,45,3,135,3,Had slight delays but the product was in good shape.,227-26-5235
183737,2023-12-19,BF6975,Ornaments,Male,34,Austin,No,15,0,15,4,60,3,Had slight delays but the product was in good shape.,869-77-2918
181320,2024-05-31,BF6167,Ornaments,Male,23,Montreal,Yes,15,25,40,1,40,2,The product had an underwhelming design.,442-41-7730
166728,2024-01-25,BF0809,Ornaments,Male,29,Memphis,No,32,0,32,1,32,3,Average product,759-91-5059
180784,2023-11-22,BF6167,Ornaments,Male,28,Manchester,Yes,45,40,85,1,85,5,Great design is one of the major positives of this product.,520-67-2632
145855,2024-06-26,BF2370,Clothing,Female,22,Dublin,Yes,65,40,105,1,105,3,The handling was questionable but incurred only minute damages.,114-94-0045
122636,2024-04-18,BF7814,Ornaments,Male,29,Portland,No,50,0,50,1,50,5,Lack of delivery delays is greatly appreciated.,899-52-3041
153495,2024-05-05,BF0103,Other,Male,28,Pittsburgh,No,10,0,10,1,10,4,The product had excellent quality.,838-14-9948
195640,2024-04-28,BF2152,Ornaments,Male,21,Cleveland,No,15,0,15,3,45,1,The product had an underwhelming design.,704-50-6685
122077,2024-10-16,BF0809,Ornaments,Male,25,Portland,No,15,0,15,1,15,5,Great design is one of the major positives of this product.,855-68-8569
192918,2024-08-09,BF9878,Ornaments,Male,18,Portland,No,20,0,20,1,20,4,Discount deals was greatly appreciated.,418-98-0916
188553,2024-03-28,BF1772,Clothing,Male,33,Detroit,No,130,0,130,1,130,4,The product had excellent quality.,505-87-5419
171654,2024-06-21,BF8063,Clothing,Male,32,San Antonio,No,65,0,65,2,130,4,Great design is one of the major positives of this product.,508-19-3230
167856,2024-05-25,BF0103,Clothing,Male,22,New Jersey,No,100,0,100,1,100,5,The delivery team handled the product with care.,261-36-2487
156566,2023-11-20,BF7814,Clothing,Male,21,Miami,No,97,0,97,1,97,3,Had slight delays but the product was in good shape.,325-20-3306
124563,2023-12-29,BF8063,Clothing,Male,27,Paris,Yes,65,50,115,1,115,4,Premium quality as usual.,243-78-9138
122527,2024-05-30,BF2370,Other,Female,22,Detroit,No,10,0,10,1,10,5,Great design is one of the major positives of this product.,323-19-0068
132714,2024-04-01,BF2887,Clothing,Male,25,Sacramento,No,65,0,65,1,65,1,Waste of Money.,612-63-4322
160595,2023-12-06,BF8238,Clothing,Male,25,Portland,No,100,0,100,1,100,3,Nothing too special.,546-74-0101
150539,2024-06-26,BF8063,Clothing,Male,20,Las Vegas,No,130,0,130,1,130,2,There is clear evidence of subpar detailing.,413-06-0335
179061,2024-02-07,BF9289,Clothing,Male,35,Sacramento,No,97,0,97,1,97,3,The handling was questionable but incurred only minute damages.,257-45-1490
155374,2024-05-01,BF3942,Clothing,Male,21,San Francisco,No,65,0,65,1,65,4,The product was delivered quickly.,770-83-2079
156992,2024-07-28,BF9708,Other,Male,27,Cardiff,Yes,10,40,50,3,150,4,The product had excellent quality.,702-49-6289
180627,2024-02-25,BF0103,Ornaments,Male,22,New Delhi,Yes,32,70,102,1,102,5,Incredible detailing was clearly evident.,231-61-5341
132929,2024-07-20,BF2152,Clothing,Male,25,Las Vegas,No,65,0,65,1,65,4,Incredible detailing was clearly evident.,399-55-5610
